0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
6,255036,255068,1255042,242019,179255052,255034,255046,179255032,1255029,1255032,1255029,178255029,255092,255110,255095,255094,179255070,255092,255070,255090,249080,255070,252079,255080
6,255030,246087,1255031,1255022,179255028,179255032,179255020,255019,242019,179255020,1255022,1255022,255064,255086,255090,255091,255069,179255076,255064,255065,255064,255064,255064,255066
6,179255020,255018,179255026,179255056,255021,177255020,179255044,255018,178255016,255024,255020,1255022,255064,255086,252087,252075,255064,1255059,255056,255064,255066,255062,255060,255058
6,255011,179255026,255031,255062,1255029,255026,179255020,179255020,242019,1255035,255018,1255022,255085,255096,255092,255088,1248110,179255082,255071,179247092,252079,255079,255085,255065
6,178255016,255031,178255055,245025,255024,179255020,255026,255016,255025,255035,179255020,255018,255074,255092,255086,255088,255069,179255079,255066,252079,255084,255076,255074,255064
6,179255026,179255060,255062,179255050,179255044,255048,179255050,179255070,255062,255065,255054,179255044,250049,255054,255054,179255060,255048,179255050,255058,255064,255064,255054,255055,179255044
6,255023,179255044,255058,179255050,249041,1255045,255045,251069,1255059,255064,255050,179255042,179255051,255054,179255054,179255060,255044,255046,179255044,255054,255061,255054,1255049,179255044
6,178255018,255062,179255054,179255044,179255044,255048,179255052,255086,255050,255015,179255050,179255056,255048,255046,179255060,255048,255048,255054,255056,255056,255056,255056,179255044,179255044
6,255062,255053,255044,250047,255051,1255059,255068,1255032,179255046,255038,255064,255062,179255044,255048,1255052,179255042,250047,255054,255058,255046,179255050,255048,179255042,249041
6,179255058,255054,255054,179255046,179255059,179255050,179255052,251065,255054,179255058,178255050,178255052,1255052,255062,255061,255064,255048,255050,1255052,255064,251065,255060,255046,255054
6,255046,179255051,179255050,179255044,1255052,1255059,251065,255065,179255059,255059,1255052,179255044,179255058,179255066,255062,255054,255054,1255052,255060,255065,255068,255062,1255052,255054
6,179255044,178255049,179255054,179255050,255048,1255052,255060,255062,255075,255054,179255056,179255050,255060,255064,255062,255061,179255050,179255056,255058,255062,179255071,255057,1255059,255050
6,179255044,250049,179255050,255045,251065,179255052,179255050,251061,179255056,255066,179255050,179255044,179255050,255058,179255059,179255056,255041,255044,255048,255054,179255052,255046,255044,255048
6,255045,255048,179255050,255050,179255052,255056,179255058,179255056,255055,255054,179255044,179255044,255054,255051,1255059,255046,1255052,179255050,179255046,179255058,1255052,179255050,255048,255048
6,179255042,255044,249041,255048,255048,1255052,255060,255068,179255056,179255059,1255052,179249045,250047,255058,255060,1255052,179255042,179255050,179255044,179255051,179255052,255046,255045,179255044
6,179255052,250055,1255051,179255050,255048,255055,179255050,255060,179255058,255030,179255026,255012,255050,179255059,255054,255061,179250051,255048,255046,179255066,255060,255055,255048,1255052
6,179255041,255054,255060,255062,255055,255054,255066,255060,250049,179255044,235013,179250047,255064,255064,255066,255062,179255054,255054,255066,255060,251065,179255059,255066,255054
6,255062,255061,255058,1255059,255050,255054,255061,178255036,255061,255014,255062,179249043,255062,1255059,255066,1255059,255061,255054,1255057,255062,255066,179255054,179255054,179255054
6,179255042,255045,255046,255046,255050,1255052,255058,255062,255062,250096,255064,255045,255054,255051,255060,255054,255051,179255046,255054,255055,1255059,255048,179255052,255040
6,179255056,1255052,250049,255075,179255059,250049,255064,255065,255066,255096,179255050,179255042,250049,255060,179255058,255060,255048,179255050,255055,250055,255051,178255055,255040,179255051
6,179255044,255054,255050,250049,255094,255066,255055,179255072,1255059,255075,255061,179255051,179255044,255054,255054,179250051,255051,255048,255050,255058,179255050,255046,179255044,179255050
7,119255052,123255059,120255034,117253140,120255070,120255024,121255044,121255040,120255028,120255044,121255058,120255028,119255049,118214081,118216084,120213079,120255064,121251061,120240069,119251062,120251061,121238061,120255046,120255048
7,120255026,120255115,120255036,120255026,120255026,120248039,123255027,120255034,119255050,126206134,121255032,119255029,119217074,119240067,119212084,119226079,118219078,120255060,119251062,119226071,119236068,120250053,121242060,119255049
7,121197136,121255046,121255040,120255062,118252150,120255046,137255049,119255032,120255026,127209095,120255076,120255028,120255038,118244072,119226079,119215083,121251061,121235065,119217074,119255063,120255058,119251064,119255049,120237058
7,119255036,122255066,120255046,120255030,120255086,118255154,120255058,120255050,120255068,122255016,133250053,120255086,119194075,121201080,118217080,118241075,120251066,120255054,120255057,117179094,119255063,120255057,120250055,120255056
7,121255044,120255088,120255092,120255054,120255068,122255063,120250055,120224066,120240100,120250095,120252073,120255096,120212084,118235077,120225077,118221090,120248068,120248070,119255071,119230080,118255077,120248070,120255064,120247064
7,120251063,120255064,120255080,120255098,121255040,120255096,122229059,120255058,124218069,120255074,120255062,121255071,121207080,119211092,118218090,120240069,119212089,120255064,120255064,120255068,121192097,120255068,120195085,122145088
7,120255056,119255155,120255074,120255070,119255049,120255072,121248075,119255052,126213072,122224065,120255046,121239047,121230072,119235078,118223088,118211086,120251061,118241075,120247067,120251061,120255066,120199087,120251069,120227074
7,120248039,120227074,121255101,119255049,120228056,121255050,121255042,120255039,120255028,120255024,120255036,122255040,118200083,120208076,118229079,118215082,119194092,118241072,120222069,119211076,118248069,118243066,120244068,122225069
7,120255036,120255044,119240101,121250051,120255034,121255052,121255050,122255055,122167078,120255034,120255028,121255038,118224074,118208087,117220087,118212083,118251068,118238074,120229069,117238073,119187083,119211076,120244068,120255054
7,120255074,119255032,120255051,123167168,120255028,126255033,120255044,119171064,126255039,128243042,120255030,122255014,121255060,120221075,120195085,118198089,118240069,120255058,119246059,120255065,118248069,119181083,121238061,119251064
7,120255026,121235088,120255058,120255094,120255106,119255032,120255036,117243129,119165088,122255053,125231073,121255047,118179104,120164112,119179117,118193099,117206098,119194083,119208086,119198090,119196091,119201089,118161103,120193082
7,120255049,121255050,121255044,134213110,120255024,120255044,120255094,120255039,120255085,121255057,120255021,120255062,121247067,120251066,120251067,120255056,120255056,120255050,120255054,120247066,120255052,120255056,120255062,120255052
7,121255042,121255042,120255060,120255059,120255020,120255066,120255068,120255026,120255060,121255083,123255024,127232100,121237070,121233069,119223088,120251063,120255052,120250055,120255052,120255050,120255054,120255056,120255052,120255054
7,123255049,120255044,124247095,120255062,119255031,120250055,119255047,119255021,119255050,122250048,120255026,120226113,120251061,120255062,118238073,120234072,120255050,120255048,119255049,120255056,120255056,120255052,120240066,120255050
7,132133067,131183057,129104071,129148050,131123062,118135083,122139068,172162085,112191120,127255031,122255016,126128106,122108087,126101098,121103099,125099098,119128080,116119071,117149072,120124070,125131070,122126079,116150063,119148069
7,117229079,120255030,121238045,130130047,148107043,121141056,121146054,123096093,126114076,134110065,118255014,118171103,120109084,125104093,120087105,119122094,123112080,120118078,121105097,117132079,121117070,121170060,121138059,120135064
7,125255017,110255178,125131070,138115100,120255026,124162052,124134076,120124070,123116081,132242019,155139046,125224041,123127070,124119086,122112091,122116081,125131066,123122073,118145081,120129071,117139075,120156059,121152052,123122073
7,120255028,120255086,120255057,141255021,121255031,120255056,121255042,120255038,121255049,120255030,120255024,121255032,118206078,119210074,117201090,118232076,118240067,120233059,118239064,120218076,118226071,120236067,120224066,119241056
7,120255036,120255070,123255045,150255031,120255028,121255031,120255036,120255038,121255042,120255034,120255020,119255032,119192081,120205072,118192089,118210079,118227073,122230061,118230062,117236067,119222070,119233069,118247060,119239063
7,120255028,120246027,131255027,120248039,120255026,120255026,120255044,122255018,120255038,122219043,122255016,121255031,121184090,118191087,118227073,116209083,119239063,119223063,119231065,117227072,117227072,119238059,119247061,119234060
7,120074208,126246055,121224057,122241056,119255049,124221060,117235063,120243082,123170081,122177062,120255041,125198049,119223072,118208082,117208098,118208087,118219079,120217073,118236068,118234073,119207075,119226071,119243064,119225069
7,140003253,124224065,118242079,119240052,119250050,128219050,120231042,120210063,122171085,125178070,122214068,120255057,119241056,122190086,117209094,118202087,120196086,128175067,119255059,119198081,118228075,119243064,118251064,119231065
